"","responseid","respid","status","province","cropland_owned","hayland_owned","pastland_owned","cropland_rented","hayland_rented","pastland_rented","totalacres","canola","barley","rye","spring_wheat","beans","peas","flaxseed","lentil","soybeans","corn","oats","sunflower","others","auto_guidance","gps","variable_rate","drones","soil_test","slow_release_fert","rentland_next5yrs","buyland_next5yrs","bothrentbuy_next5yrs","notrentbuy_next5yrs","num_permanent_wl","num_seasonal_wl","own_eqdwl","no_rent_eqdwl","no_own_rent_eqdwl","own_scrapper","own_trackhoe","own_ditch_machine","own_tile_plow","two_out_ten","four_out_ten","six_out_ten","eight_out_ten","ten_out_ten","dont_farm_seasonal_wl","twenty_five_abav","ten_abav","about_average","ten_belav","twenty_five_belav","converted_bush","converted_bush","converted_wetland","converted_nativegrassland","childrenlikely_takeover","nolandwithwetlandconfchoice","nointerestedrentmoreland","rentalpricestoohigh","overalllandquanotattractive","perc_wl_potent_convert","num_wl_convert","num_wlacres_convert","draincost_peracre","rate_increasedeff","rate_landquality","rate_draincost","rate_effonwaterqual","rate_effonnearbyflooding","rate_effsurrlandacc","rate_delayedplanting","rate_weedcontrol","rate_wildlifehabitat","conserwl_mandatorypartsustainagcert","haveenvfarmplan","partbmp","waterqual_veryimport","waterqual_slightlyimport","waterqual_notimport","waterqual_noopinion","floodcont_veryimport","floodcont_slightlyimport","floodcont_notimport","floodcont_noopinion","erosioncont_veryimport","erosioncont_slightlyimport","erosioncont_notimport","erosioncont_noopinion","wildlifehab_veryimport","wildlifehab_slightlyimport","wildlifehab_notimport","wildlifehab_noopinion","numwl_decreasedalot","numwl_slightdecreased","numwl_nochange","numwl_slightincrease","numwl_increasedalot","waterquality_decreasedalot","waterquality_slightdecreased","waterquality_nochange","waterquality_slightincrease","waterquality_increasedalot","conservationpayment_leasteffective","conservationpayment_mosteffective","techassistance_leasteffective","techassistance_mosteffective","extensionprog_leasteffective","extensionprog_mosteffective","conservationeasement_leasteffective","conservationeasement_mosteffective","sustainabilitycert_leasteffective","sustainabilitycert_mosteffective","regulation_leasteffective","regulation_mosteffective","chem_dealer_cropinfo","seeddealer_cropinfo","regagextspecialist_cropinfo","privcropconsultant_cropinfo","univsext_cropinfo","commoditygrps_cropinfo","chem_dealer_conserinfo","seeddealer_conserinfo","regagextspecialist_conserinfo","privcropconsultant_conserinfo","univsext_conserinfo","commoditygrps_conserinfo","sole_proprietorship","partnership","familycorporation","nonfam_corporation","zero_tllage_in2019","continuouscropping_in2019","plowgreencrops_in2019","hvewintercrops_in2019","rotationalgrazing_in2019","infield_wintergrazing_in2019","shelterbelts_in2019","sex","age_18_24","age_25_34","age_35_44","age_45_54","age_55_64","age_65_74","age_75more","age_noresponse","no_schooling","highschool","some_posysecondary","vocationa_diploma","university_degree","donot_know","prop_hhincome_farming","years_farmoperatedfarm","have_children","childrenlikely_takeover"
"71",97,4368,"complete","AB",3000,0,250,1000,0,400,4650,0,30,1,35,0,20,0,8,0,0,0,0,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",3,4,4,3,3,4,4,4,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,100,45,1,1
"72",98,410,"complete","AB",900,100,100,300,0,0,1420,0,30,0,40,0,0,0,0,0,0,0,0,30,1,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","10","200.00",4,4,5,1,1,3,3,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,70,111,1,0
"73",99,312,"complete","AB",1800,0,0,0,0,0,1888,35,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1","2","50.00",1,1,1,2,2,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100,42,1,1
"74",102,6736,"complete","AB",2000,0,800,10000,0,0,12900,0,3,2,40,0,24,0,0,0,0,0,0,31,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","15","350.00",3,2,5,3,3,3,3,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,80,42,1,0
"75",103,12174,"complete","AB",160,80,80,0,0,0,320,0,50,0,0,0,0,0,0,0,0,50,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1","10","50.00",5,5,5,5,5,5,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,75,45,1,0
"76",105,10914,"complete","SK",2600,0,20,1270,0,0,3890,35,0,0,38,0,15,0,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",5,5,5,2,5,5,5,5,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,47,0,0
"77",106,702,"complete","SK",3200,100,600,2000,180,200,6360,35,15,0,40,0,0,0,0,0,0,2,0,8,1,1,1,0,1,0,0,0,1,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,"5","20","500.00",4,4,4,3,3,2,1,2,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,35,1,1
"78",107,6190,"complete","SK",2500,0,0,2300,0,320,5220,25,12,0,50,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",2,1,5,2,1,2,2,2,5,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,85,32,1,0
"79",109,1407,"complete","AB",813,0,0,587,0,0,1400,30,50,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",2,4,5,5,4,3,2,4,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100,50,1,1
"80",110,5887,"complete","SK",2820,0,0,4555,15,0,7840,15,0,0,49,0,6,10,10,0,0,0,0,10,1,0,0,0,1,0,0,0,0,1,2,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","60","500.00",5,3,3,2,4,2,2,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,115,1,0
"81",111,11439,"complete","SK",160,0,0,0,0,0,160,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","5","200.00",3,3,3,2,2,2,3,3,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,55,1,0
"82",112,11853,"complete","SK",5000,0,0,2000,0,0,8650,30,30,0,15,0,0,25,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,20,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"150","650","2500.00",5,5,5,4,5,4,5,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,70,44,1,1
"83",114,2438,"complete","AB",3500,0,0,0,0,0,3700,39,13,0,40,0,0,0,0,0,0,0,0,8,1,1,1,1,1,0,0,0,1,0,4,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",5,4,4,4,4,4,4,4,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,50,1,1
"84",115,6107,"complete","SK",5000,0,0,0,0,0,5000,30,0,0,0,0,0,0,30,0,0,0,0,40,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",3,3,3,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,100,45,0,0
"85",116,9968,"complete","SK",1300,0,0,2000,0,0,3500,40,10,0,20,0,10,10,10,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,"1","5","100.00",4,4,3,3,5,4,4,1,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,100,42,1,1
"86",117,6641,"complete","AB",122,266,1340,0,150,150,2048,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,9,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2","1500.00",5,5,5,5,5,5,5,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,75,55,1,0
"87",118,11435,"complete","SK",160,0,0,0,0,0,160,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2","2","5000.00",4,3,3,3,4,3,3,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30,20,1,1
"88",119,12384,"complete","AB",3520,0,0,480,0,0,4080,0,25,0,25,0,0,0,25,0,0,0,0,25,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"1","2","50.00",4,4,4,3,3,3,3,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50,35,1,1
"89",120,3880,"complete","AB",10000,0,4000,2000,200,200,16400,30,30,0,35,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5,25,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"10","50","200.00",4,3,3,4,3,4,3,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,100,65,1,1
"90",121,10008,"complete","MB",1000,0,0,600,0,0,1600,30,0,0,30,0,0,0,0,40,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"1","8","400.00",3,4,3,3,4,3,3,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,50,1,1
"91",123,7014,"complete","SK",10000,5000,32000,4000,0,0,51000,40,10,0,10,20,10,0,10,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,55,1,0
"92",125,11402,"complete","SK",800,0,0,0,0,0,840,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"3","3","236.00",3,3,3,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25,50,1,1
"93",128,12440,"complete","SK",0,0,0,1200,60,240,1500,50,0,0,0,0,0,0,50,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","20","30.00",5,3,4,4,4,3,3,4,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,102,1,0
"94",129,489,"complete","AB",1400,40,0,2500,400,0,4340,28,27,0,45,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,"5","8","6000.00",5,3,2,1,5,5,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96,100,1,1
"95",130,8849,"complete","SK",2500,150,1100,410,0,0,4210,25,0,0,26,0,17,0,28,0,0,4,0,0,1,0,1,0,1,1,0,0,0,1,3,15,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,"1","5","250.00",4,4,3,4,4,4,3,4,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,116,1,1
"96",131,6471,"complete","AB",1998,0,0,0,0,0,2000,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",4,5,5,3,3,3,4,4,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,80,30,1,0
"97",132,3092,"complete","MB",12000,0,0,18000,0,0,30000,25,5,0,25,0,0,0,0,25,15,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",2,3,3,4,4,4,2,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100,130,1,1
"98",134,3191,"complete","SK",5000,0,0,11000,0,0,16000,50,25,0,10,0,0,0,0,0,0,15,0,0,1,0,1,1,1,0,0,0,1,0,2,10,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"5","10","25.00",3,3,3,3,3,3,3,3,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100,15,1,1
"99",135,3019,"complete","SK",0,0,0,740,0,0,740,0,0,0,80,0,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",4,5,5,4,5,5,5,4,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,80,80,1,0
"100",136,12618,"complete","AB",2500,0,0,1000,0,0,3500,0,0,0,20,0,0,0,0,0,0,0,0,80,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",4,5,3,5,2,4,3,4,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,70,8,0,0
"101",137,627,"complete","MB",600,100,100,65,235,4900,6000,15,0,15,0,0,0,0,0,0,20,20,0,30,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",5,5,5,5,5,5,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100,120,1,1
"102",140,2519,"complete","AB",2000,200,50,800,200,50,3300,30,30,0,0,0,0,0,0,0,40,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",4,5,3,3,3,5,3,4,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100,65,1,1
"103",141,766,"complete","SK",20000,1000,1000,5000,1000,1000,29000,20,20,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,139,1,1
"104",143,110,"complete","AB",18000,1000,1000,3000,1000,1000,25000,40,30,0,20,0,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",3,3,3,3,3,3,3,3,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,80,50,1,1
"105",144,582,"complete","SK",1500,75,50,300,0,0,2205,35,25,0,15,0,15,0,0,0,0,0,0,10,1,0,0,0,1,1,0,0,0,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"#NULL!","#NULL!","#NULL!",1,5,1,5,5,5,3,3,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,117,1,1
"106",145,5270,"complete","AB",2988,40,20,1582,0,0,4630,26,7,0,27,0,23,0,0,0,0,0,0,17,1,0,0,0,1,0,0,1,0,0,0,6,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"3","12","100.00",3,3,4,3,1,2,2,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80,116,1,1
"107",148,10468,"complete","SK",3320,0,0,320,0,0,3640,31,0,0,46,0,0,0,23,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1","5","50.00",4,2,2,2,1,1,3,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,100,95,1,1
